ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
9042,Netherlands,"Developer, back-end",5-10,107406.0,3.0,1.0
9043,United States of America,Hardware Engineer,,110000.0,,0.0
9044,United States of America,"Developer, AI",,,,0.0
9045,United States of America,Student,,,,0.0
9046,United States of America,"Developer, back-end",,,,1.0
9047,United States of America,"Developer, full-stack",30+,129285.0,7.0,1.0
9048,United States of America,"Developer, full-stack",3-5,,2.0,1.0
9049,Romania,"Developer, full-stack",,,,1.0
9050,Germany,"Developer, front-end",,123517.0,,1.0
9051,United States of America,"Developer, full-stack",5-10,,3.0,1.0
9052,United States of America,Student,,20000.0,,0.0
9053,Germany,"Developer, full-stack",,,,1.0
9054,United States of America,"Developer, desktop or enterprise applications",,,,0.0
9055,United Kingdom of Great Britain and Northern Ireland,"Developer, mobile",,,,1.0
9056,Greece,,,,,0.0
9057,United States of America,"Developer, full-stack",,80000.0,,0.0
9058,United States of America,Other (please specify):,,,,0.0
9059,Canada,"Developer, full-stack",5-10,65424.0,3.0,1.0
9060,Brazil,"Developer, full-stack",5-10,,3.0,1.0
9061,India,Data engineer,10-15,,4.0,1.0
9062,Serbia,"Developer, full-stack",,60000.0,,0.0
9063,Spain,"Developer, full-stack",1-3,30074.0,1.0,1.0
9064,Ukraine,"Developer, desktop or enterprise applications",30+,,7.0,1.0
9065,Brazil,"Developer, desktop or enterprise applications",30+,93244.0,7.0,0.0
9066,India,Student,,,,1.0
9067,India,"Developer, mobile",,,,0.0
9068,Slovenia,"Developer, full-stack",5-10,107406.0,3.0,1.0
9069,Brazil,Hardware Engineer,,,,0.0
9070,United States of America,"Developer, desktop or enterprise applications",15-20,199000.0,5.0,0.0
9071,United Kingdom of Great Britain and Northern Ireland,Student,,,,1.0
9072,United States of America,"Developer, mobile",,,,0.0
9073,South Africa,"Developer, back-end",,5381.0,,1.0
9074,United States of America,Student,,,,0.0
9075,United States of America,"Developer, back-end",10-15,,4.0,0.0
9076,Canada,Blockchain,30+,183000.0,7.0,0.0
9077,India,Other (please specify):,,,,1.0
9078,Italy,"Developer, back-end",1-3,,1.0,1.0
9079,Colombia,"Developer, full-stack",,,,0.0
9080,Germany,"Developer, desktop or enterprise applications",,,,0.0
9081,Poland,Other (please specify):,,,,0.0
9082,India,"Developer, full-stack",,20936.0,,1.0
9083,United States of America,"Developer, front-end",,,,1.0
9084,Canada,Data scientist or machine learning specialist,3-5,39981.0,2.0,1.0
9085,India,"Developer, full-stack",3-5,9571.0,2.0,0.0
9086,Brazil,"Developer, full-stack",,7087.0,,1.0
9087,India,Educator,20-30,69388.0,6.0,1.0
9088,Italy,"Developer, back-end",10-15,75184.0,4.0,1.0
9089,Greece,"Engineer, site reliability",5-10,90221.0,3.0,1.0
9090,Sweden,"Developer, full-stack",20-30,66769.0,6.0,1.0
9091,United States of America,Educator,5-10,40000.0,3.0,0.0
9092,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
9093,India,"Developer, front-end",3-5,4546.0,2.0,0.0
9094,Italy,Academic researcher,30+,,7.0,1.0
9095,Ukraine,"Developer, full-stack",5-10,80000.0,3.0,0.0
9096,United States of America,"Developer, full-stack",10-15,120000.0,4.0,1.0
9097,United States of America,"Developer, full-stack",10-15,150000.0,4.0,1.0
9098,United States of America,"Developer, full-stack",10-15,175000.0,4.0,1.0
9099,Chile,Cloud infrastructure engineer,5-10,41160.0,3.0,0.0
9100,Denmark,Developer Experience,,,,1.0
9101,United States of America,Project manager,20-30,118000.0,6.0,0.0
9102,United States of America,"Developer, front-end",20-30,149000.0,6.0,1.0
9103,United States of America,Research & Development role,,,,1.0
9104,Canada,"Developer, back-end",10-15,,4.0,1.0
9105,Italy,"Developer, front-end",,64444.0,,0.0
9106,Italy,"Developer, back-end",,,,1.0
9107,Cyprus,Student,,,,1.0
9108,Croatia,"Developer, game or graphics",,,,1.0
9109,Georgia,"Developer, back-end",3-5,23073.0,2.0,0.0
9110,"Venezuela, Bolivarian Republic of...","Developer, full-stack",3-5,9600.0,2.0,1.0
9111,Poland,"Developer, full-stack",,24746.0,,1.0
9112,United States of America,"Developer, full-stack",,89000.0,,1.0
9113,India,"Developer, full-stack",1-3,,1.0,0.0
9114,India,Engineering manager,,,,1.0
9115,Chile,"Developer, mobile",,,,1.0
9116,China,Academic researcher,,,,1.0
9117,Brazil,"Developer, back-end",15-20,65271.0,5.0,1.0
9118,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
9119,Russian Federation,"Developer, back-end",3-5,67227.0,2.0,1.0
9120,Brazil,Other (please specify):,15-20,60976.0,5.0,1.0
9121,United States of America,"Developer, mobile",5-10,155000.0,3.0,1.0
9122,Greece,"Developer, game or graphics",,,,0.0
9123,India,"Developer, back-end",,35292.0,,1.0
9124,India,"Developer, full-stack",<1,11485.0,0.0,1.0
9125,Germany,Engineering manager,20-30,114365.0,6.0,0.0
9126,Russian Federation,Other (please specify):,,,,0.0
9127,United States of America,"Developer, full-stack",5-10,125000.0,3.0,1.0
9128,Germany,"Developer, full-stack",5-10,80555.0,3.0,1.0
9129,United States of America,"Developer, full-stack",,,,1.0
9130,Austria,Student,,16111.0,,1.0
9131,Sweden,"Developer, embedded applications or devices",5-10,,3.0,0.0
9132,United States of America,"Developer, full-stack",,104000.0,,1.0
9133,Poland,DevOps specialist,15-20,79189.0,5.0,1.0
9134,Canada,"Developer, full-stack",20-30,85778.0,6.0,0.0
9135,Brazil,"Developer, back-end",10-15,47843.0,4.0,1.0
9136,United States of America,"Developer, full-stack",20-30,,6.0,1.0
9137,Canada,"Developer, front-end",,58154.0,,0.0
9138,Slovakia,"Developer, back-end",15-20,33296.0,5.0,1.0
9139,Bangladesh,"Developer, full-stack",3-5,7461.0,2.0,0.0
9140,Canada,Other (please specify):,,,,1.0
9141,Mauritius,"Developer, back-end",20-30,12898.0,6.0,1.0
9142,India,Engineering manager,20-30,,6.0,1.0
9143,United Kingdom of Great Britain and Northern Ireland,"Developer, front-end",10-15,,4.0,1.0
9144,Hungary,"Developer, full-stack",3-5,8696.0,2.0,1.0
9145,Switzerland,"Developer, full-stack",,96933.0,,1.0
9146,United States of America,"Developer, embedded applications or devices",,,,0.0
9147,Mexico,System administrator,,12615.0,,0.0
9148,Spain,"Developer, full-stack",15-20,85350.0,5.0,0.0
9149,Austria,"Developer, back-end",,69814.0,,1.0
9150,Switzerland,"Developer, full-stack",15-20,144842.0,5.0,0.0
9151,Namibia,"Developer, back-end",5-10,40000.0,3.0,1.0
9152,Viet Nam,"Developer, front-end",3-5,18905.0,2.0,1.0
9153,Poland,"Developer, back-end",20-30,89087.0,6.0,1.0
9154,Hungary,"Developer, QA or test",3-5,33969.0,2.0,1.0
9155,Poland,"Developer, AI",,,,1.0
9156,Canada,"Developer, mobile",15-20,63606.0,5.0,1.0
9157,United States of America,"Senior Executive (C-Suite, VP, etc.)",,200000.0,,1.0
9158,Hungary,"Developer, full-stack",,,,0.0
9159,Germany,Data or business analyst,30+,76258.0,7.0,0.0
9160,Canada,"Developer, back-end",,,,0.0
9161,India,"Developer, front-end",,26320.0,,1.0
9162,Bolivia,"Developer, back-end",,12138.0,,1.0
9163,United States of America,"Developer, full-stack",,142000.0,,1.0
9164,Switzerland,"Developer, front-end",10-15,120330.0,4.0,0.0
9165,Hungary,"Developer, full-stack",,12229.0,,1.0
9166,Uruguay,"Developer, mobile",5-10,,3.0,1.0
9167,Netherlands,"Developer, full-stack",,,,1.0
9168,United States of America,"Developer, front-end",5-10,180000.0,3.0,1.0
9169,Switzerland,"Developer, desktop or enterprise applications",,,,1.0
9170,United States of America,"Developer, desktop or enterprise applications",1-3,85000.0,1.0,0.0
9171,India,Student,,,,0.0
9172,United States of America,Data scientist or machine learning specialist,,,,0.0
9173,Italy,"Developer, full-stack",20-30,,6.0,1.0
9174,Finland,"Developer, desktop or enterprise applications",,,,1.0
9175,United States of America,"Developer, full-stack",15-20,186190.0,5.0,0.0
9176,Germany,Security professional,5-10,,3.0,1.0
9177,United States of America,"Developer, back-end",5-10,,3.0,0.0
9178,Russian Federation,"Developer, full-stack",,,,1.0
9179,United States of America,"Developer, full-stack",10-15,160000.0,4.0,1.0
9180,India,"Developer, full-stack",5-10,,3.0,1.0
9181,United States of America,"Developer, back-end",5-10,150000.0,3.0,1.0
9182,Canada,"Developer, AI",,203540.0,,0.0
9183,Mexico,"Developer, mobile",10-15,58238.0,4.0,0.0
9184,Denmark,"Developer, full-stack",,,,0.0
9185,United States of America,Developer Experience,,185000.0,,1.0
9186,Canada,"Developer, full-stack",10-15,109039.0,4.0,1.0
9187,Sweden,"Developer, back-end",20-30,62381.0,6.0,1.0
9188,Norway,"Developer, full-stack",10-15,74873.0,4.0,1.0
9189,Germany,"Developer, back-end",5-10,107406.0,3.0,0.0
9190,Mexico,"Developer, front-end",3-5,10782.0,2.0,1.0
9191,Ukraine,"Developer, back-end",20-30,5370.0,6.0,1.0
9192,United States of America,"Developer, full-stack",1-3,105000.0,1.0,0.0
9193,Canada,Project manager,10-15,,4.0,1.0
9194,Russian Federation,"Developer, game or graphics",1-3,,1.0,0.0
9195,Germany,Project manager,5-10,48333.0,3.0,1.0
9196,United States of America,"Developer, front-end",30+,160000.0,7.0,1.0
9197,United States of America,Engineering manager,10-15,161000.0,4.0,1.0
9198,India,"Developer, full-stack",1-3,16749.0,1.0,1.0
9199,Sweden,"Developer, full-stack",5-10,42923.0,3.0,0.0
9200,United States of America,"Developer, full-stack",3-5,81000.0,2.0,1.0
9201,United Kingdom of Great Britain and Northern Ireland,Student,,,,1.0
9202,Denmark,Student,,,,1.0
9203,United States of America,"Developer, QA or test",,,,1.0
9204,Germany,Student,,,,0.0
9205,Ukraine,"Developer, full-stack",,,,0.0
9206,Canada,"Developer, game or graphics",10-15,152655.0,4.0,1.0
9207,India,Student,,,,1.0
9208,United States of America,Other (please specify):,,,,0.0
9209,Germany,"Developer, full-stack",10-15,59073.0,4.0,1.0
9210,United States of America,"Developer, game or graphics",10-15,,4.0,0.0
9211,United States of America,"Developer, back-end",1-3,117000.0,1.0,1.0
9212,United Kingdom of Great Britain and Northern Ireland,DevOps specialist,,,,0.0
9213,Turkey,"Developer, full-stack",,34005.0,,1.0
9214,Latvia,Student,,,,1.0
9215,Russian Federation,"Developer, desktop or enterprise applications",,,,0.0
9216,United States of America,"Developer, full-stack",20-30,,6.0,1.0
9217,United States of America,Research & Development role,30+,200000.0,7.0,0.0
9218,Sweden,"Developer, back-end",20-30,62000.0,6.0,0.0
9219,United States of America,"Developer, full-stack",5-10,150000.0,3.0,0.0
9220,Brazil,"Senior Executive (C-Suite, VP, etc.)",10-15,,4.0,1.0
9221,Portugal,"Developer, front-end",3-5,20300.0,2.0,1.0
9222,United Kingdom of Great Britain and Northern Ireland,Educator,,,,0.0
9223,Switzerland,"Developer, back-end",,94704.0,,1.0
9224,Spain,"Developer, AI",5-10,45111.0,3.0,0.0
9225,Netherlands,"Developer, back-end",3-5,61759.0,2.0,1.0
9226,Canada,"Developer, desktop or enterprise applications",,,,1.0
9227,Germany,"Developer, full-stack",5-10,,3.0,1.0
9228,Mexico,System administrator,,10243.0,,1.0
9229,United States of America,"Developer, full-stack",15-20,90000.0,5.0,0.0
9230,Ukraine,"Developer, desktop or enterprise applications",1-3,12000.0,1.0,0.0
9231,Colombia,"Developer, mobile",20-30,60560.0,6.0,1.0
9232,United States of America,Marketing or sales professional,,,,1.0
9233,Lithuania,"Developer, full-stack",3-5,48333.0,2.0,1.0
9234,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",20-30,203821.0,6.0,1.0
9235,United States of America,"Developer, full-stack",,80000.0,,0.0
9236,Russian Federation,"Developer, game or graphics",,,,1.0
9237,Finland,"Developer, full-stack",20-30,37592.0,6.0,1.0
9238,Germany,Engineering manager,10-15,102036.0,4.0,1.0
9239,Hungary,"Developer, full-stack",5-10,38197.0,3.0,1.0
9240,United States of America,"Developer, full-stack",,120000.0,,0.0
9241,Germany,"Developer, back-end",10-15,75184.0,4.0,0.0
9242,United States of America,"Developer, back-end",5-10,,3.0,0.0
9243,Brazil,"Developer, front-end",20-30,130541.0,6.0,0.0
9244,Belarus,"Developer, back-end",,30000.0,,1.0
9245,Argentina,Product manager,15-20,55425.0,5.0,0.0
9246,Germany,"Developer, mobile",5-10,64444.0,3.0,1.0
9247,Cameroon,,,,,0.0
9248,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,15-20,127388.0,5.0,1.0
9249,Morocco,"Developer, full-stack",,,,1.0
9250,United States of America,"Developer, full-stack",,,,0.0
9251,Latvia,"Developer, game or graphics",,7196.0,,0.0
9252,Ukraine,"Developer, QA or test",,,,1.0
9253,Germany,"Developer, game or graphics",20-30,64444.0,6.0,1.0
9254,Papua New Guinea,"Developer, front-end",,,,1.0
9255,United States of America,"Developer, full-stack",1-3,100000.0,1.0,0.0
9256,Brazil,"Developer, back-end",20-30,67135.0,6.0,1.0
9257,New Zealand,"Developer, full-stack",,66373.0,,0.0
9258,United States of America,Data or business analyst,1-3,72450.0,1.0,1.0
9259,United States of America,"Engineer, site reliability",,,,0.0
9260,Israel,"Developer, back-end",10-15,121429.0,4.0,1.0
9261,Montenegro,"Developer, back-end",5-10,,3.0,1.0
9262,United States of America,"Developer, back-end",15-20,,5.0,1.0
9263,Brazil,Data engineer,,42892.0,,1.0
9264,Canada,"Developer, full-stack",10-15,32712.0,4.0,1.0
9265,Poland,Data engineer,,,,0.0
9266,Nomadic,"Developer, front-end",3-5,,2.0,0.0
9267,United States of America,"Developer, full-stack",,170000.0,,1.0
9268,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,101910.0,6.0,0.0
9269,Belgium,Research & Development role,15-20,,5.0,0.0
9270,United States of America,"Developer, desktop or enterprise applications",15-20,165000.0,5.0,1.0
9271,Palestine,"Developer, back-end",5-10,,3.0,1.0
9272,Germany,Scientist,,59073.0,,1.0
9273,United States of America,"Developer, full-stack",3-5,65000.0,2.0,1.0
9274,Turkey,"Developer, full-stack",1-3,24731.0,1.0,1.0
9275,Ukraine,"Developer, full-stack",,,,1.0
9276,United States of America,Hardware Engineer,,180000.0,,1.0
9277,United States of America,"Developer, embedded applications or devices",,,,0.0
9278,Belgium,"Developer, full-stack",5-10,66592.0,3.0,0.0
9279,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
9280,United States of America,"Developer, back-end",20-30,165000.0,6.0,1.0
9281,Germany,"Developer, back-end",30+,66592.0,7.0,1.0
9282,India,"Developer, back-end",1-3,9571.0,1.0,1.0
9283,Maldives,Data engineer,,,,0.0
9284,United States of America,Student,,,,1.0
9285,Denmark,"Developer, mobile",30+,115202.0,7.0,0.0
9286,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",1-3,31847.0,1.0,1.0
9287,Netherlands,"Developer, full-stack",,53703.0,,1.0
9288,United States of America,"Developer, full-stack",,20000.0,,1.0
9289,Canada,Other (please specify):,20-30,,6.0,1.0
9290,Canada,"Developer, back-end",,79962.0,,0.0
9291,United States of America,Academic researcher,,70000.0,,0.0
9292,Poland,Data scientist or machine learning specialist,5-10,37120.0,3.0,1.0
9293,Sweden,Cloud infrastructure engineer,,143076.0,,1.0
9294,Ecuador,"Developer, desktop or enterprise applications",,,,0.0
9295,Spain,"Developer, full-stack",,66066.0,,1.0
9296,Sweden,"Developer, back-end",20-30,66769.0,6.0,1.0
9297,Mexico,Cloud infrastructure engineer,5-10,52992.0,3.0,0.0
9298,Brazil,"Developer, back-end",10-15,34687.0,4.0,1.0
9299,United States of America,"Developer, full-stack",3-5,90000.0,2.0,1.0
9300,United Kingdom of Great Britain and Northern Ireland,Designer,,,,0.0
9301,Germany,Research & Development role,20-30,97740.0,6.0,0.0
9302,Armenia,Data scientist or machine learning specialist,,,,1.0
9303,Ukraine,"Developer, back-end",1-3,13920.0,1.0,1.0
9304,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",30+,127388.0,7.0,0.0
9305,Brazil,Blockchain,5-10,44757.0,3.0,0.0
9306,Israel,"Developer, desktop or enterprise applications",,,,0.0
9307,Canada,Student,,,,0.0
9308,Poland,"Developer, back-end",,,,1.0
9309,Serbia,Other (please specify):,15-20,91295.0,5.0,1.0
9310,Ukraine,Other (please specify):,,22216.0,,0.0
9311,United States of America,"Developer, full-stack",20-30,115000.0,6.0,0.0
9312,France,Other (please specify):,1-3,,1.0,1.0
9313,United States of America,"Developer, full-stack",1-3,95000.0,1.0,1.0
9314,France,"Developer, desktop or enterprise applications",30+,,7.0,0.0
9315,United States of America,Data or business analyst,10-15,86000.0,4.0,1.0
9316,Estonia,"Developer, full-stack",5-10,55422.0,3.0,0.0
9317,Brazil,"Developer, full-stack",20-30,46622.0,6.0,1.0
9318,United States of America,"Developer, back-end",15-20,,5.0,0.0
9319,United States of America,"Developer, full-stack",,,,1.0
9320,Netherlands,"Developer, full-stack",1-3,,1.0,0.0
9321,United States of America,Scientist,10-15,,4.0,1.0
9322,United States of America,"Developer, back-end",1-3,110000.0,1.0,1.0
9323,United States of America,"Developer, desktop or enterprise applications",,,,1.0
9324,Brazil,"Developer, full-stack",3-5,8504.0,2.0,1.0
9325,United States of America,"Developer, full-stack",30+,165000.0,7.0,1.0
9326,Estonia,"Developer, back-end",20-30,139628.0,6.0,1.0
9327,Canada,Engineering manager,5-10,113401.0,3.0,1.0
9328,Brazil,Data engineer,1-3,21633.0,1.0,1.0
9329,United Kingdom of Great Britain and Northern Ireland,"Developer, QA or test",30+,99999.0,7.0,0.0
9330,Russian Federation,Student,,,,1.0
9331,Latvia,"Developer, front-end",,21481.0,,0.0
9332,Canada,"Developer, full-stack",5-10,101770.0,3.0,0.0
9333,Netherlands,"Developer, back-end",3-5,118147.0,2.0,0.0
9334,Brazil,"Developer, full-stack",,7459.0,,0.0
9335,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,,,,0.0
9336,Germany,Student,,,,1.0
9337,Ukraine,"Developer, embedded applications or devices",3-5,,2.0,0.0
9338,Russian Federation,"Developer, back-end",10-15,30924.0,4.0,0.0
9339,United Kingdom of Great Britain and Northern Ireland,Engineering manager,,152865.0,,1.0
